date_time,wind_speed,wind_dir,temp,rh,pm_10,pm_2.5
2015/10/16 23h,5.9,53,23,77,33,12
2015/10/17 0h,6.2,54,23,73,31,10
2015/10/17 1h,6.2,52,23,71,33,11
2015/10/17 2h,6.3,52,23,72,39,18
2015/10/17 3h,5.5,53,23,72,42,21
2015/10/17 4h,5.1,61,22,72,38,19
2015/10/17 5h,4.8,67,22,76,37,20
2015/10/17 6h,4.9,66,22,77,38,23
2015/10/17 7h,4.6,62,22,76,40,28
2015/10/17 8h,5.3,53,22,73,44,29
2015/10/17 9h,5.5,53,23,70,46,26
2015/10/17 10h,5.6,52,23,70,45,21
2015/10/17 11h,6.1,57,24,69,39,17
2015/10/17 12h,7,53,24,69,39,22
2015/10/17 13h,6.7,53,24,69,45,23
2015/10/17 14h,7.7,52,24,71,38,19
2015/10/17 15h,6.9,51,24,72,38,17
2015/10/17 16h,6.5,55,23,73,38,18
2015/10/17 17h,7.5,51,23,74,42,20
2015/10/17 18h,6.6,51,23,75,43,20
2015/10/17 19h,5.9,52,23,76,51,20
2015/10/17 20h,6,54,23,76,50,22
2015/10/17 21h,7,51,23,75,44,19
2015/10/17 22h,6.4,51,23,75,45,17
2015/10/17 23h,5.3,59,23,75,50,18
2015/10/18 0h,6.4,52,23,75,56,21
2015/10/18 1h,5.4,60,22,72,54,25
2015/10/18 2h,4.8,63,22,68,49,26
2015/10/18 3h,5.4,71,22,76,46,23
2015/10/18 4h,5.1,76,21,77,48,20
2015/10/18 5h,5.3,67,21,77,45,23
2015/10/18 6h,4.9,71,21,77,42,27
2015/10/18 7h,5.2,70,22,73,43,23
2015/10/18 8h,6.1,60,23,70,42,20
2015/10/18 9h,5.9,58,23,71,42,20
2015/10/18 10h,6.2,59,23,70,40,24
2015/10/18 11h,7.3,48,24,70,45,24
2015/10/18 12h,7.1,52,24,69,50,21
2015/10/18 13h,7.2,50,24,68,46,20
2015/10/18 14h,7.2,55,24,67,42,18
2015/10/18 15h,6.2,55,24,71,44,20
2015/10/18 16h,6.6,58,23,71,44,18
2015/10/18 17h,7.2,61,23,71,40,14
2015/10/18 18h,6.8,57,23,71,33,14
2015/10/18 19h,6.4,54,23,73,32,16
2015/10/18 20h,7.2,52,23,74,34,18
2015/10/18 21h,7.4,54,23,73,37,15
2015/10/18 22h,7.2,52,23,70,40,11
2015/10/18 23h,6.5,58,23,71,38,10
2015/10/19 0h,5.9,58,23,71,40,13
2015/10/19 1h,6,60,22,74,42,15
2015/10/19 2h,6,58,22,74,38,14
2015/10/19 3h,5.7,62,22,75,40,13
2015/10/19 4h,5.2,67,22,74,42,13
2015/10/19 5h,5.5,67,22,74,38,15
2015/10/19 6h,5.1,68,22,73,37,17
2015/10/19 7h,4.9,68,22,72,34,13
2015/10/19 8h,5.6,67,22,71,32,11
2015/10/19 9h,5.5,58,23,71,29,12
2015/10/19 10h,5.9,66,23,70,29,10
2015/10/19 11h,5.8,57,23,70,34,13
2015/10/19 12h,6.7,56,23,70,37,16
2015/10/19 13h,7,54,24,71,40,18
2015/10/19 14h,7,54,23,73,43,17
2015/10/19 15h,7.2,52,23,76,45,18
2015/10/19 16h,6.5,58,23,77,48,21
2015/10/19 17h,7.1,58,23,77,49,23
2015/10/19 18h,6.4,62,23,79,46,20
2015/10/19 19h,7,59,23,80,45,16
2015/10/19 20h,6.6,64,22,88,42,17
2015/10/19 21h,5.7,70,21,91,28,17
2015/10/19 22h,6.5,60,22,89,26,17
2015/10/19 23h,6.1,64,22,88,26,18
2015/10/20 0h,5.5,74,22,88,26,16
2015/10/20 1h,5.4,68,21,90,29,14
2015/10/20 2h,6.4,55,21,90,34,17
2015/10/20 3h,6.6,59,22,87,40,19
2015/10/20 4h,6.8,57,22,89,37,18
2015/10/20 5h,5.5,79,22,90,32,17
2015/10/20 6h,6.3,63,22,89,38,19
2015/10/20 7h,6,62,22,86,43,24
2015/10/20 8h,7.5,56,22,85,54,22
2015/10/20 9h,7.5,58,23,81,57,24
2015/10/20 10h,6.3,56,23,82,43,19
2015/10/20 11h,6.3,69,23,80,53,24
2015/10/20 12h,7.4,59,22,86,51,22
2015/10/20 13h,6.8,64,22,83,55,23
2015/10/20 14h,7.6,57,22,82,51,27
2015/10/20 15h,7.9,62,22,81,45,27
2015/10/20 16h,7.3,61,23,80,46,23
2015/10/20 17h,5.7,66,22,86,45,19
2015/10/20 18h,5.4,65,21,91,40,18
2015/10/20 19h,4.6,71,22,91,33,15
2015/10/20 20h,5.5,58,22,85,29,8
2015/10/20 21h,5.4,59,23,81,26,7
2015/10/20 22h,5.8,71,23,85,23,8
2015/10/20 23h,5.8,56,22,89,27,11
2015/10/21 0h,4.8,55,22,93,22,14
2015/10/21 1h,4.6,61,22,91,20,14
2015/10/21 2h,5.7,57,22,87,29,16
2015/10/21 3h,5.4,70,22,88,34,17
2015/10/21 4h,6.4,59,22,86,34,13
2015/10/21 5h,6.4,58,22,84,38,13
2015/10/21 6h,6,65,22,83,40,17
2015/10/21 7h,6,57,22,82,39,19
2015/10/21 8h,5.9,56,22,82,39,20
2015/10/21 9h,7.5,50,23,80,43,18
2015/10/21 10h,6.2,54,23,80,43,18
2015/10/21 11h,6.2,55,23,78,42,18
2015/10/21 12h,6.6,57,24,74,44,18
2015/10/21 13h,6.5,52,24,74,42,21
2015/10/21 14h,6.7,53,24,78,43,21
2015/10/21 15h,6.7,52,23,79,44,19
2015/10/21 16h,5.9,65,23,80,45,25
2015/10/21 17h,6,53,23,79,65,44
2015/10/21 18h,6.1,56,23,79,59,41
2015/10/21 19h,6,58,23,80,39,24
2015/10/21 20h,5.8,50,23,78,39,17
2015/10/21 21h,5.8,63,23,75,39,17
2015/10/21 22h,5.9,58,23,78,34,19
2015/10/21 23h,5.5,60,23,76,38,17
2015/10/22 0h,5.6,66,23,72,44,19
2015/10/22 1h,5.2,65,23,70,44,25
2015/10/22 2h,4.2,71,23,71,40,25
2015/10/22 3h,4.6,65,23,72,45,23
2015/10/22 4h,5.8,58,23,74,45,25
2015/10/22 5h,5.4,63,23,78,43,22
2015/10/22 6h,4.9,66,22,82,37,20
2015/10/22 7h,5.3,61,23,81,34,21
2015/10/22 8h,6,53,23,79,35,21
2015/10/22 9h,5.1,64,24,78,35,21
2015/10/22 10h,6.3,55,24,76,32,24
2015/10/22 11h,6.6,59,24,75,38,30
2015/10/22 12h,6.3,55,24,75,45,28
2015/10/22 13h,6.3,51,24,76,49,28
2015/10/22 14h,6.7,54,24,76,49,29
2015/10/22 15h,7,53,24,77,49,27
2015/10/22 16h,6.4,50,24,77,49,27
2015/10/22 17h,5.1,53,23,77,48,23
2015/10/22 18h,5.2,57,23,74,50,21
2015/10/22 19h,4.4,56,23,72,54,26
2015/10/22 20h,5.1,54,23,74,59,29
2015/10/22 21h,4.8,59,23,77,65,33
2015/10/22 22h,4.6,65,23,78,67,37
2015/10/22 23h,4.8,70,23,77,65,38
2015/10/23 0h,4.9,61,23,77,75,39
2015/10/23 1h,5.3,59,23,76,78,44
2015/10/23 2h,4.6,69,22,75,72,45
2015/10/23 3h,4.4,76,22,74,73,47
2015/10/23 4h,5.3,67,22,73,78,47
2015/10/23 5h,4.7,59,22,76,87,47
2015/10/23 6h,4.3,57,22,78,78,46
2015/10/23 7h,3.6,63,23,77,65,40
2015/10/23 8h,4.7,46,23,74,62,37
2015/10/23 9h,4.3,52,23,75,60,35
2015/10/23 10h,4.7,48,24,75,60,33
2015/10/23 11h,4.2,64,24,74,61,32
2015/10/23 12h,4.1,58,25,71,60,31
2015/10/23 13h,5,52,25,71,60,29
2015/10/23 14h,5,58,25,73,57,28
2015/10/23 15h,4.3,66,25,75,55,28
2015/10/23 16h,4.8,53,25,77,53,32
2015/10/23 17h,4.7,64,25,77,55,31
2015/10/23 18h,4.6,55,25,77,65,30
2015/10/23 19h,4.9,50,25,76,72,33
2015/10/23 20h,4.9,56,24,76,71,35
2015/10/23 21h,5.1,49,24,78,76,36
2015/10/23 22h,4.5,53,24,77,82,38
2015/10/23 23h,5.4,60,24,80,77,34
2015/10/24 0h,4,66,24,80,66,27
2015/10/24 1h,4.1,59,24,80,55,27
2015/10/24 2h,4.6,57,24,78,56,31
2015/10/24 3h,4.3,66,24,77,59,31
2015/10/24 4h,5,56,24,78,64,28
2015/10/24 5h,4.5,62,24,78,64,30
2015/10/24 6h,3.6,74,24,77,61,30
2015/10/24 7h,3.6,62,24,76,62,28
2015/10/24 8h,4.4,56,24,75,60,27
2015/10/24 9h,4.3,54,25,72,57,28
2015/10/24 10h,4.7,56,25,72,56,33
2015/10/24 11h,5,55,25,71,54,30
2015/10/24 12h,5.2,51,25,71,53,25
2015/10/24 13h,5.3,49,25,73,54,24
2015/10/24 14h,3.9,53,25,77,56,28
2015/10/24 15h,3.9,64,24,80,59,30
2015/10/24 16h,5.5,49,24,82,66,34
2015/10/24 17h,5,46,24,84,62,30
2015/10/24 18h,4,50,24,86,54,23
2015/10/24 19h,3.8,46,24,87,55,24
2015/10/24 20h,3.7,51,23,87,57,23
2015/10/24 21h,4,51,23,86,49,22
2015/10/24 22h,4,62,23,86,43,25
2015/10/24 23h,3.9,64,23,86,46,27
2015/10/25 0h,4.1,64,23,84,49,21
2015/10/25 1h,4.6,54,23,84,48,22
2015/10/25 2h,4.3,58,22,84,43,25
2015/10/25 3h,4,62,22,83,37,25
2015/10/25 4h,3.7,60,22,81,40,24
2015/10/25 5h,3.8,59,22,78,45,23
2015/10/25 6h,4.4,61,22,78,49,26
2015/10/25 7h,4.6,53,23,78,53,27
2015/10/25 8h,4.8,55,23,77,51,29
2015/10/25 9h,5.2,55,24,75,45,29
2015/10/25 10h,4.7,52,24,74,67,51
2015/10/25 11h,4.7,57,24,72,72,52
2015/10/25 12h,5.6,50,24,72,50,27
2015/10/25 13h,5.1,50,24,73,45,23
2015/10/25 14h,4.2,51,24,74,49,21
2015/10/25 15h,5.1,52,24,77,53,22
2015/10/25 16h,4.7,60,23,79,66,38
2015/10/25 17h,4,72,23,80,67,44
2015/10/25 18h,3.7,58,23,83,57,34
2015/10/25 19h,5,53,23,81,57,28
2015/10/25 20h,4,51,23,82,50,24
2015/10/25 21h,2.8,47,23,83,45,25
2015/10/25 22h,2.7,59,23,84,45,27
2015/10/25 23h,2.7,59,22,85,48,27
2015/10/26 0h,3,65,22,86,44,22
2015/10/26 1h,3,58,22,86,44,23
2015/10/26 2h,2.7,63,22,86,42,23
2015/10/26 3h,2.5,67,22,85,37,22
2015/10/26 4h,2.9,57,22,85,42,24
2015/10/26 5h,2.5,55,22,84,48,27
2015/10/26 6h,3.2,57,22,83,44,28
2015/10/26 7h,4.5,41,22,82,44,27
2015/10/26 8h,4,43,22,81,53,29
2015/10/26 9h,4.3,43,23,77,61,33
2015/10/26 10h,3.4,42,24,75,65,33
2015/10/26 11h,3.4,43,24,73,66,34
2015/10/26 12h,2.9,49,24,73,59,31
2015/10/26 13h,2.6,43,25,74,54,27
2015/10/26 14h,2.9,48,24,74,54,27
2015/10/26 15h,2.6,46,24,76,51,27
2015/10/26 16h,2.2,47,24,78,49,30
2015/10/26 17h,1.6,67,23,80,51,30
2015/10/26 18h,1.3,68,23,82,56,31
2015/10/26 19h,1.1,45,23,83,56,31
2015/10/26 20h,1.6,309,22,85,59,31
2015/10/26 21h,0.7,26,22,86,57,32
2015/10/26 22h,1.1,321,22,83,45,29
2015/10/26 23h,1.7,305,22,86,42,28
2015/10/27 0h,1.4,318,22,88,49,30
2015/10/27 1h,1.7,304,22,87,60,33
2015/10/27 2h,1.6,309,22,86,59,33
2015/10/27 3h,1.9,298,22,86,51,27
2015/10/27 4h,0.5,301,21,84,51,23
2015/10/27 5h,0.8,342,22,87,59,29
2015/10/27 6h,0.6,47,22,88,62,31
2015/10/27 7h,0.9,285,22,88,60,26
2015/10/27 8h,1.9,308,23,85,67,29
2015/10/27 9h,1.3,297,24,80,68,35
2015/10/27 10h,2.4,213,25,73,64,35
2015/10/27 11h,2.9,182,25,72,62,36
2015/10/27 12h,2.7,175,25,74,75,44
2015/10/27 13h,2.3,181,26,74,86,43
2015/10/27 14h,2.2,131,26,75,81,34
2015/10/27 15h,1.9,149,25,79,77,34
2015/10/27 16h,2.6,56,25,81,86,40
2015/10/27 17h,5.4,47,24,86,72,37
2015/10/27 18h,3.9,55,24,87,48,29
2015/10/27 19h,6,53,24,89,51,27
2015/10/27 20h,6,50,23,88,57,27
2015/10/27 21h,6.9,45,23,87,65,32
2015/10/27 22h,5.4,50,23,87,66,38
2015/10/27 23h,5,56,23,89,62,37
2015/10/28 0h,5.3,47,22,91,60,36
2015/10/28 1h,5.4,58,21,94,56,37
2015/10/28 2h,5.5,54,21,94,62,37
2015/10/28 3h,5.6,53,21,89,78,39
2015/10/28 4h,5,55,21,86,83,44
2015/10/28 5h,5.4,52,21,84,84,47
2015/10/28 6h,5.4,53,21,83,84,45
2015/10/28 7h,5.8,53,21,82,86,41
2015/10/28 8h,4.6,52,21,81,92,37
2015/10/28 9h,4.4,51,21,80,87,35
2015/10/28 10h,4.5,52,21,80,43,19
2015/10/28 11h,3.9,58,22,77,83,42
2015/10/28 12h,4.1,58,22,75,83,45
2015/10/28 13h,4,67,22,75,88,47
2015/10/28 14h,4.2,51,22,76,99,53
2015/10/28 15h,3.5,65,21,77,106,56
2015/10/28 16h,3.9,52,21,78,115,60
2015/10/28 17h,3.9,55,21,79,116,62
2015/10/28 18h,4.4,57,21,78,114,58
2015/10/28 19h,3.8,62,21,79,120,63
2015/10/28 20h,4.3,51,21,80,128,68
2015/10/28 21h,3.7,54,21,81,132,65
2015/10/28 22h,3.5,56,21,82,125,58
2015/10/28 23h,3.5,58,21,82,114,54
2015/10/29 0h,4.1,50,21,82,115,58
2015/10/29 1h,3.5,58,21,81,115,58
2015/10/29 2h,3.2,73,21,83,106,54
2015/10/29 3h,3.8,71,21,85,99,48
2015/10/29 4h,3.1,70,21,86,98,46
2015/10/29 5h,3.5,40,21,86,95,44
2015/10/29 6h,3.2,57,21,88,90,41
2015/10/29 7h,3.2,58,21,86,94,46
2015/10/29 8h,3.1,53,22,85,101,52
2015/10/29 9h,3.1,40,22,83,103,50
2015/10/29 10h,4,49,23,82,103,47
2015/10/29 11h,3.9,43,23,82,103,49
2015/10/29 12h,3.8,41,23,82,103,50
2015/10/29 13h,3.4,40,23,81,99,51
2015/10/29 14h,2.6,58,23,81,87,47
2015/10/29 15h,1.9,48,23,83,77,47
2015/10/29 16h,0.8,121,23,83,71,44
2015/10/29 17h,0.6,235,23,85,68,43
2015/10/29 18h,0.5,217,23,86,73,47
2015/10/29 19h,0.5,16,22,90,62,38
2015/10/29 20h,0.5,219,22,92,53,33
2015/10/29 21h,0.7,309,22,92,57,38
2015/10/29 22h,0.5,296,22,93,57,37
2015/10/29 23h,2.2,208,22,93,55,37
2015/10/30 0h,1.8,204,22,93,60,41
2015/10/30 1h,0.7,342,23,93,72,41
2015/10/30 2h,0.5,243,22,93,75,41
2015/10/30 3h,0.5,90,22,94,70,36
2015/10/30 4h,1.5,137,23,95,71,31
2015/10/30 5h,1.6,54,23,95,81,37
2015/10/30 6h,3.5,49,23,95,83,40
2015/10/30 7h,7.9,50,22,95,73,32
2015/10/30 8h,7.3,52,21,95,40,16
2015/10/30 9h,7.5,56,21,93,15,7
2015/10/30 10h,7.5,55,21,92,16,8
2015/10/30 11h,7.6,49,20,93,18,7
2015/10/30 12h,6.5,52,20,93,21,6
2015/10/30 13h,6.6,54,20,93,18,4
2015/10/30 14h,5.9,52,19,92,16,3
2015/10/30 15h,5.6,67,19,92,18,5
2015/10/30 16h,6.2,56,19,91,13,6
2015/10/30 17h,7.2,55,19,92,12,5
2015/10/30 18h,5.8,68,19,89,15,5
2015/10/30 19h,5.6,59,19,90,15,10
2015/10/30 20h,5.5,58,19,91,22,13
2015/10/30 21h,5.3,61,20,89,28,11
2015/10/30 22h,4.8,61,19,88,26,9
2015/10/30 23h,4.4,71,19,89,22,14
2015/10/31 0h,5.3,60,19,87,24,14
2015/10/31 1h,6,63,20,83,35,14
2015/10/31 2h,5.9,58,19,82,45,19
2015/10/31 3h,5.8,64,19,82,46,23
2015/10/31 4h,5.6,68,19,80,49,25
2015/10/31 5h,5.2,64,19,78,50,26
2015/10/31 6h,6.3,56,19,76,42,26
2015/10/31 7h,7.8,51,19,79,42,25
2015/10/31 8h,6.4,59,19,79,40,26
2015/10/31 9h,6.6,60,19,80,38,20
2015/10/31 10h,5.5,66,19,80,37,17
2015/10/31 11h,5.6,62,19,77,39,18
2015/10/31 12h,5.4,64,19,78,40,19
2015/10/31 13h,5.8,64,18,79,35,17
2015/10/31 14h,4.9,64,19,77,33,17
2015/10/31 15h,5.4,65,19,76,38,17
2015/10/31 16h,6.1,60,19,77,42,18
2015/10/31 17h,5.5,56,19,78,42,17
2015/10/31 18h,4.6,68,19,78,40,17
2015/10/31 19h,5.6,62,19,78,40,17
2015/10/31 20h,5.1,61,19,79,37,18
2015/10/31 21h,4.5,62,19,80,37,18
2015/10/31 22h,5,66,19,80,38,16
2015/10/31 23h,5,59,19,79,37,17
2015/11/01 0h,4.6,81,19,80,37,20
2015/11/01 1h,5.2,63,18,82,34,21
2015/11/01 2h,4.4,64,18,86,29,18
2015/11/01 3h,4.7,74,18,86,26,18
2015/11/01 4h,4.8,64,18,86,26,17
2015/11/01 5h,4.1,64,18,87,24,14
2015/11/01 6h,4.5,69,18,85,24,12
2015/11/01 7h,4.4,63,18,84,29,13
2015/11/01 8h,4,74,18,85,31,16
2015/11/01 9h,4.1,62,18,85,24,13
2015/11/01 10h,3.8,68,18,86,23,13
2015/11/01 11h,5.2,48,18,87,29,20
2015/11/01 12h,3.6,58,18,91,21,23
2015/11/01 13h,4,65,18,89,15,15
2015/11/01 14h,3.1,74,18,87,17,9
2015/11/01 15h,3.3,60,19,85,12,11
2015/11/01 16h,3.4,67,19,83,10,9
2015/11/01 17h,3.2,58,19,82,20,8
2015/11/01 18h,3.7,66,19,82,22,13
2015/11/01 19h,4.4,49,19,82,12,11
2015/11/01 20h,3.5,59,19,82,17,11
2015/11/01 21h,3.6,54,19,81,18,12
2015/11/01 22h,4.1,62,19,84,13,14
2015/11/01 23h,3.5,58,18,90,12,13
2015/11/02 0h,3.7,57,18,90,15,7
2015/11/02 1h,3.9,52,19,87,13,5
2015/11/02 2h,4.2,56,19,83,11,3
2015/11/02 3h,4.6,52,19,83,11,6
2015/11/02 4h,4.8,52,19,83,10,10
2015/11/02 5h,4.7,53,19,82,13,9
2015/11/02 6h,5.1,53,19,80,17,9
2015/11/02 7h,5.2,57,19,78,18,12
2015/11/02 8h,5.4,54,19,76,24,17
2015/11/02 9h,5.5,55,19,74,26,20
2015/11/02 10h,5.5,61,19,69,27,21
2015/11/02 11h,5.4,57,19,64,32,23
2015/11/02 12h,5.2,64,19,62,34,28
2015/11/02 13h,5.6,49,19,61,39,28
2015/11/02 14h,5,53,19,61,42,26
2015/11/02 15h,4.6,60,19,62,38,24
2015/11/02 16h,4.4,61,19,61,38,24
2015/11/02 17h,5.3,54,19,60,46,29
2015/11/02 18h,5.7,53,19,61,55,33
2015/11/02 19h,5.5,56,20,61,59,37
2015/11/02 20h,5.7,55,20,62,56,37
2015/11/02 21h,5.5,59,20,62,59,35
2015/11/02 22h,6.8,52,20,63,67,37
2015/11/02 23h,6.5,54,20,65,73,44
2015/11/03 0h,6.3,53,19,66,79,52
2015/11/03 1h,5.7,57,19,66,79,54
2015/11/03 2h,6.1,55,19,67,77,53
2015/11/03 3h,5.7,60,19,72,81,55
2015/11/03 4h,5.6,57,18,73,90,60
2015/11/03 5h,5.4,52,18,73,103,65
2015/11/03 6h,4.9,58,18,72,108,67
2015/11/03 7h,4.1,84,18,71,101,68
2015/11/03 8h,5.2,59,18,68,97,66
2015/11/03 9h,5.7,56,19,67,93,61
2015/11/03 10h,5.8,56,19,70,43,19
2015/11/03 11h,5.8,62,19,72,75,57
2015/11/03 12h,4.1,80,18,78,72,51
2015/11/03 13h,4.7,69,19,77,68,46
2015/11/03 14h,4.8,78,19,77,64,43
2015/11/03 15h,4.4,68,20,77,60,39
2015/11/03 16h,5.7,55,20,76,56,37
2015/11/03 17h,5.5,58,20,76,57,32
2015/11/03 18h,5.2,64,20,76,60,28
2015/11/03 19h,5.4,58,20,77,53,31
2015/11/03 20h,5,58,20,78,55,32
2015/11/03 21h,4.9,69,21,79,57,32
2015/11/03 22h,5.9,54,20,78,53,29
2015/11/03 23h,4.8,64,20,78,49,27
2015/11/04 0h,4.4,58,21,76,43,25
2015/11/04 1h,4,71,21,76,40,25
2015/11/04 2h,4.3,69,21,77,40,25
2015/11/04 3h,4.7,77,21,78,43,27
2015/11/04 4h,5.4,59,21,78,45,28
2015/11/04 5h,5.6,73,20,79,44,27
2015/11/04 6h,4.7,79,20,82,45,27
2015/11/04 7h,5.3,69,20,85,48,28
2015/11/04 8h,4,77,20,85,45,31
2015/11/04 9h,5.6,65,21,82,45,27
2015/11/04 10h,4.4,63,21,84,44,23
2015/11/04 11h,5.5,58,20,89,39,18
2015/11/04 12h,5.3,56,20,93,34,21
2015/11/04 13h,5.6,59,20,94,32,23
2015/11/04 14h,5.7,62,20,93,28,19
2015/11/04 15h,5.5,68,20,94,29,19
2015/11/04 16h,3.9,76,20,95,29,17
2015/11/04 17h,4.8,71,21,95,24,15
2015/11/04 18h,5,62,21,96,22,15
2015/11/04 19h,5.8,62,21,95,23,15
2015/11/04 20h,4.9,62,21,95,26,14
2015/11/04 21h,4.9,59,21,95,26,12
2015/11/04 22h,4.6,64,21,95,24,15
2015/11/04 23h,4.9,65,21,95,22,15
2015/11/05 0h,4.5,61,21,95,23,13
2015/11/05 1h,4.7,60,21,95,20,11
2015/11/05 2h,4,64,21,95,13,8
2015/11/05 3h,4.3,64,21,95,16,6
2015/11/05 4h,4.8,59,21,95,15,5
2015/11/05 5h,3.8,62,21,95,12,6
2015/11/05 6h,3.2,73,21,95,12,5
2015/11/05 7h,3.3,64,21,95,16,6
2015/11/05 8h,3.7,61,22,93,20,6
2015/11/05 9h,4.1,71,22,91,18,4
2015/11/05 10h,4.2,57,22,90,21,7
2015/11/05 11h,4.3,55,22,91,22,11
2015/11/05 12h,4.9,51,22,90,22,8
2015/11/05 13h,4.9,60,22,89,17,5
2015/11/05 14h,5.8,53,22,91,12,7
2015/11/05 15h,5.5,58,22,93,16,9
2015/11/05 16h,4.8,55,21,93,16,7
2015/11/05 17h,5,56,21,94,13,4
2015/11/05 18h,5,53,22,94,13,3
2015/11/05 19h,4.2,56,22,94,18,4
2015/11/05 20h,4.6,54,22,95,22,7
2015/11/05 21h,4.3,59,22,94,18,5
2015/11/05 22h,3.6,62,22,95,18,7
2015/11/05 23h,3.3,56,22,96,17,11
2015/11/06 0h,2.5,81,22,99,17,11
2015/11/06 1h,2.1,65,22,100,21,9
2015/11/06 2h,2.9,68,22,100,23,8
2015/11/06 3h,3.4,58,22,100,22,10
2015/11/06 4h,3,59,22,100,16,7
2015/11/06 5h,3.4,91,22,100,12,7
2015/11/06 6h,2.8,59,22,99,17,10
2015/11/06 7h,3,63,22,97,21,9
2015/11/06 8h,3.4,67,22,98,23,9
2015/11/06 9h,3.5,51,23,96,26,14
2015/11/06 10h,3.2,72,23,94,22,16
2015/11/06 11h,3.9,53,23,94,24,13
2015/11/06 12h,3.2,67,23,92,32,13
2015/11/06 13h,2.8,65,24,90,33,11
2015/11/06 14h,3.2,55,24,90,32,11
2015/11/06 15h,3.1,54,24,91,33,9
2015/11/06 16h,3,57,24,93,32,7
2015/11/06 17h,3.1,50,23,94,28,11
2015/11/06 18h,3.7,48,23,95,29,12
2015/11/06 19h,3.6,47,23,96,35,14
2015/11/06 20h,2.8,63,23,96,38,14
2015/11/06 21h,2.5,65,23,96,27,9
2015/11/06 22h,2.9,57,23,96,17,7
2015/11/06 23h,2.5,51,23,97,15,7
2015/11/07 0h,1.9,49,23,97,13,7
2015/11/07 1h,2.9,55,23,97,15,9
2015/11/07 2h,2.5,54,23,97,13,7
2015/11/07 3h,1.7,56,23,97,15,7
2015/11/07 4h,2,46,23,97,20,7
2015/11/07 5h,1.7,33,23,97,21,6
2015/11/07 6h,1.7,26,23,97,18,5
2015/11/07 7h,0.6,320,23,96,17,7
2015/11/07 8h,1.3,27,24,95,21,10
2015/11/07 9h,1,87,25,90,27,11
2015/11/07 10h,1.4,58,26,85,34,14
2015/11/07 11h,0.8,145,27,82,37,18
2015/11/07 12h,2,176,27,79,34,16
2015/11/07 13h,2.1,183,27,81,37,14
2015/11/07 14h,2.2,139,27,80,34,12
2015/11/07 15h,2.4,142,26,82,31,13
2015/11/07 16h,1.7,176,25,87,29,12
2015/11/07 17h,1.3,183,24,90,33,11
2015/11/07 18h,1.5,185,24,93,33,15
2015/11/07 19h,1.4,197,24,94,33,16
2015/11/07 20h,0.5,178,24,95,29,13
2015/11/07 21h,0.6,283,23,95,24,12
2015/11/07 22h,0.7,16,23,95,26,12
2015/11/07 23h,0.5,239,23,96,22,9
2015/11/08 0h,0.6,354,23,96,23,8
2015/11/08 1h,0.5,214,23,97,23,6
2015/11/08 2h,0.5,205,23,97,22,8
2015/11/08 3h,1,46,23,97,24,10
2015/11/08 4h,0.6,176,22,97,17,7
2015/11/08 5h,0.6,44,23,97,13,7
2015/11/08 6h,0.9,35,23,97,15,7
2015/11/08 7h,0.7,43,23,97,16,7
2015/11/08 8h,0.5,96,23,97,22,10
2015/11/08 9h,1.2,130,23,97,21,11
2015/11/08 10h,0.8,56,23,97,24,12
2015/11/08 11h,1.2,177,24,95,44,18
2015/11/08 12h,1.7,156,24,93,45,22
2015/11/08 13h,1.8,139,23,94,34,21
2015/11/08 14h,1.7,98,23,95,34,21
2015/11/08 15h,1,97,23,96,28,18
2015/11/08 16h,1.6,126,23,95,21,14
2015/11/08 17h,1.7,48,23,96,66,16
2015/11/08 18h,1.5,48,23,97,71,17
2015/11/08 19h,1.5,47,23,97,28,10
2015/11/08 20h,4,44,23,98,44,11
2015/11/08 21h,3,52,22,98,59,18
2015/11/08 22h,2.8,55,22,98,49,20
2015/11/08 23h,2.5,54,22,98,43,21
2015/11/09 0h,3.9,54,21,98,37,18
2015/11/09 1h,5.1,53,21,98,28,12
2015/11/09 2h,4.5,57,21,97,20,11
2015/11/09 3h,3.4,55,21,95,15,8
2015/11/09 4h,2.1,55,21,95,16,6
2015/11/09 5h,2.7,52,21,95,16,3
2015/11/09 6h,3.3,59,21,96,16,3
2015/11/09 7h,3.9,51,21,96,15,3
2015/11/09 8h,4.7,48,21,95,15,5
2015/11/09 9h,4.6,54,21,93,18,10
2015/11/09 10h,4.8,55,21,92,29,12
2015/11/09 11h,5.1,51,21,93,31,16
2015/11/09 12h,5,58,20,94,28,15
2015/11/09 13h,6.4,51,20,94,24,13
2015/11/09 14h,6.9,54,19,93,20,11
2015/11/09 15h,6.1,53,20,90,21,9
2015/11/09 16h,5.7,56,19,92,23,9
2015/11/09 17h,5.4,64,19,93,22,8
2015/11/09 18h,6,59,19,89,21,9
2015/11/09 19h,6.5,61,20,83,27,7
2015/11/09 20h,6.2,56,20,81,32,6
2015/11/09 21h,5.9,63,20,81,33,13
2015/11/09 22h,6.6,58,19,80,43,22
2015/11/09 23h,6.2,62,19,81,48,24
2015/11/10 0h,6.5,62,19,81,44,25
2015/11/10 1h,7.3,56,19,81,45,26
2015/11/10 2h,7.1,53,18,80,43,26
2015/11/10 3h,5.5,68,18,80,42,26
2015/11/10 4h,5.9,60,18,78,38,24
2015/11/10 5h,5.4,56,18,79,33,24
2015/11/10 6h,5.2,59,18,80,39,27
2015/11/10 7h,6.3,55,18,80,43,30
2015/11/10 8h,6.3,54,18,80,48,32
2015/11/10 9h,5.7,53,18,80,46,32
